Player,Team,Agent,Usage,RoundsPlayed,Rating,AverageCombatScore,KillsDeath,ADPR,KAST,KPR,APR,FKPR,FDPR,Kills,Deaths,Assists,FirstBloods,FirstDeaths,Games,CleanedRating,AdjustedRating,SelflessIndex
fire,KS Hunters,cypher,16.0,399,0.8,142.8,0.75,93.2,62%,0.51,0.19,0.04,0.06,203,272,76,16,23,19,0.8,0.52,0.37
fire,KS Hunters,omen,11.0,264,1.02,194.9,0.97,123.2,77%,0.66,0.4,0.08,0.09,175,181,105,20,24,13,1.02,0.61,0.61
gelatycat,Zen eSports GC,omen,38.0,412,0.99,175.7,0.89,118.5,75%,0.61,0.44,0.07,0.06,253,283,182,27,26,20,0.99,0.64,0.72
gelatycat,Zen eSports GC,sova,13.0,159,0.97,192.3,0.92,133.8,65%,0.64,0.18,0.06,0.05,102,111,29,10,8,7,0.97,0.53,0.28
gelatycat,Zen eSports GC,fade,13.0,148,0.85,167.3,0.86,115.9,62%,0.61,0.24,0.08,0.09,90,105,35,12,13,7,0.85,0.46,0.39
gelatycat,Zen eSports GC,breach,13.0,146,0.85,135.1,0.71,93.0,73%,0.49,0.44,0.05,0.06,71,100,64,7,9,7,0.85,0.46,0.9
ggonyak,Cyber Geek,jett,25.0,126,0.79,193.7,0.81,124.9,70%,0.66,0.15,0.16,0.17,83,103,19,20,21,6,0.79,0.41,0.23
ggonyak,Cyber Geek,raze,21.0,87,1.05,245.4,1.19,156.1,70%,0.85,0.14,0.16,0.17,74,62,12,14,15,5,1.05,0.51,0.16
ggonyak,Cyber Geek,sage,17.0,83,1.12,215.0,1.16,134.4,69%,0.8,0.28,0.12,0.10,66,57,23,10,8,4,1.12,0.53,0.35
ggonyak,Cyber Geek,killjoy,17.0,71,0.86,180.5,0.92,121.0,59%,0.65,0.15,0.06,0.15,46,50,11,4,11,4,0.86,0.4,0.23
gia,Everyone Really Misses,breach,26.0,581,0.92,162.9,0.78,104.2,71%,0.55,0.55,0.04,0.06,320,409,317,25,33,30,0.92,0.63,1.0
gia,Everyone Really Misses,skye,22.0,470,0.91,162.6,0.81,104.8,70%,0.6,0.51,0.04,0.07,281,349,239,18,33,25,0.91,0.61,0.85
gia,Everyone Really Misses,sova,18.0,396,0.78,145.2,0.71,106.4,61%,0.52,0.22,0.04,0.07,204,289,86,16,26,21,0.78,0.5,0.42
grahams,sisu,raze,19.0,185,1.1,244.1,1.13,163.4,74%,0.79,0.23,0.19,0.16,147,130,43,35,29,9,1.1,0.62,0.29
grahams,sisu,reyna,15.0,123,1.67,312.9,2.25,199.2,81%,1.15,0.28,0.12,0.11,142,63,34,15,13,7,1.67,0.87,0.24
grahams,sisu,harbor,13.0,121,1.18,215.5,1.29,138.1,76%,0.78,0.31,0.05,0.07,94,73,37,6,8,6,1.18,0.61,0.4
grahams,sisu,skye,11.0,91,1.45,270.2,1.52,168.1,84%,0.93,0.58,0.09,0.07,85,56,53,8,6,5,1.45,0.71,0.62
grahams,sisu,kayo,11.0,91,1.01,202.8,1.00,126.2,80%,0.68,0.49,0.11,0.05,62,62,45,10,5,5,1.01,0.49,0.72
guterwoman,K7 Esports,killjoy,38.0,651,1.08,216.4,1.10,144.7,71%,0.76,0.17,0.10,0.08,496,449,108,63,55,32,1.08,0.76,0.22
guterwoman,K7 Esports,cypher,26.0,428,1.17,235.8,1.23,152.0,69%,0.85,0.19,0.10,0.11,362,295,80,43,46,22,1.17,0.77,0.22
guterwoman,K7 Esports,chamber,18.0,332,0.92,191.1,0.95,125.4,67%,0.67,0.13,0.12,0.12,224,237,43,41,41,15,0.92,0.58,0.19
h4ste,Mir Gaming GC,omen,52.0,536,1.09,213.0,1.10,137.7,78%,0.75,0.47,0.12,0.09,404,366,251,65,46,26,1.09,0.74,0.63
h4ste,Mir Gaming GC,astra,22.0,230,1.12,213.3,1.11,138.0,79%,0.73,0.41,0.12,0.06,167,151,95,27,14,11,1.12,0.66,0.56
h4ste,Mir Gaming GC,brimstone,18.0,178,1.27,228.7,1.28,143.4,75%,0.79,0.43,0.15,0.04,141,110,76,26,8,9,1.27,0.71,0.54
habibti,mesos millionaires,sova,27.0,1585,1.02,205.6,1.00,140.0,71%,0.71,0.28,0.07,0.08,1124,1124,446,110,121,80,1.02,0.81,0.39
habibti,mesos millionaires,skye,19.0,1129,0.91,177.9,0.87,117.6,71%,0.62,0.41,0.07,0.08,704,813,467,81,91,54,0.91,0.69,0.66
habibti,mesos millionaires,chamber,11.0,609,0.92,213.6,0.98,137.7,64%,0.75,0.14,0.15,0.15,454,463,84,89,94,31,0.92,0.64,0.19
hakuna,REIGNITE Lily,killjoy,52.0,448,1.1,199.6,1.14,139.3,70%,0.69,0.19,0.07,0.09,308,269,84,31,40,22,1.1,0.73,0.28
hakuna,REIGNITE Lily,cypher,21.0,179,1.38,249.8,1.69,157.7,75%,0.94,0.22,0.13,0.04,169,100,39,24,7,9,1.38,0.77,0.23
hakuna,REIGNITE Lily,viper,14.0,125,1.1,206.8,1.05,139.7,72%,0.71,0.26,0.02,0.06,89,85,32,2,8,6,1.1,0.57,0.37
hane,REIGNITE Lily,omen,27.0,279,1.05,182.4,1.05,117.7,78%,0.66,0.46,0.05,0.05,183,175,128,14,15,14,1.05,0.64,0.7
hane,REIGNITE Lily,kayo,22.0,225,1.07,217.3,1.10,139.7,76%,0.76,0.48,0.08,0.09,170,154,108,17,21,11,1.07,0.63,0.63
hane,REIGNITE Lily,viper,16.0,168,0.84,161.3,0.83,105.4,65%,0.54,0.21,0.07,0.07,91,110,35,11,11,8,0.84,0.47,0.39
home,XSOUL GC,chamber,23.0,652,1.15,244.3,1.21,159.2,71%,0.85,0.16,0.17,0.11,557,462,106,113,73,31,1.15,0.81,0.19
home,XSOUL GC,breach,19.0,531,1.04,201.2,1.02,131.1,74%,0.7,0.39,0.09,0.08,374,368,205,47,40,26,1.04,0.71,0.56
hotaru,Unknown,breach,18.0,201,1.11,208.8,1.08,132.6,75%,0.75,0.47,0.07,0.10,151,140,94,15,20,10,1.11,0.64,0.63
hotaru,Unknown,kayo,12.0,139,0.83,171.0,0.75,104.5,63%,0.61,0.4,0.09,0.14,85,113,55,12,19,7,0.83,0.44,0.66
hotaru,Unknown,omen,11.0,136,1.4,265.0,1.46,178.2,73%,0.96,0.31,0.13,0.11,131,90,42,17,15,6,1.4,0.74,0.32
huga,Tenax GC,skye,15.0,399,0.94,189.0,0.89,121.6,71%,0.64,0.54,0.08,0.07,255,288,217,33,27,21,0.94,0.61,0.84
huga,Tenax GC,jett,13.0,377,0.8,193.9,0.82,126.9,59%,0.69,0.17,0.13,0.17,261,318,64,50,63,19,0.8,0.51,0.25
huga,Tenax GC,viper,11.0,306,1.0,205.6,1.00,141.1,69%,0.7,0.34,0.07,0.14,215,216,103,21,43,16,1.0,0.62,0.49
ira,minions united,breach,61.0,728,1.06,195.3,1.00,127.5,72%,0.69,0.47,0.09,0.10,499,501,341,67,74,36,1.06,0.75,0.68
ira,minions united,kayo,17.0,196,1.25,243.1,1.16,152.7,78%,0.82,0.58,0.11,0.14,160,138,113,22,27,10,1.25,0.71,0.71
ira,minions united,gekko,12.0,146,1.14,217.9,1.18,143.4,77%,0.77,0.23,0.10,0.06,113,96,34,14,9,7,1.14,0.61,0.3
ja2,charbon,raze,40.0,345,1.09,247.9,1.14,164.7,72%,0.86,0.2,0.21,0.17,297,261,68,72,60,17,1.09,0.69,0.23
ja2,charbon,jett,29.0,235,1.18,245.4,1.23,157.7,70%,0.91,0.13,0.20,0.13,213,173,31,46,31,12,1.18,0.7,0.14
ja2,charbon,neon,26.0,232,0.96,213.1,1.00,134.1,65%,0.76,0.25,0.18,0.21,176,176,58,42,49,11,0.96,0.57,0.33
jas,Neons Quartz,killjoy,70.0,1308,1.07,211.6,1.07,146.3,70%,0.75,0.15,0.07,0.06,976,914,202,90,84,67,1.07,0.83,0.2
jas,Neons Quartz,chamber,13.0,220,0.91,177.8,0.92,119.2,68%,0.66,0.12,0.11,0.17,145,157,27,24,37,12,0.91,0.53,0.18
jazzy,Return of the Ashes,omen,33.0,296,0.84,150.9,0.80,98.4,64%,0.56,0.28,0.02,0.08,165,206,82,6,24,15,0.84,0.52,0.5
jazzy,Return of the Ashes,sova,28.0,297,0.87,154.9,0.83,110.6,67%,0.57,0.21,0.05,0.05,168,203,63,14,14,13,0.87,0.54,0.37
jazzy,Return of the Ashes,harbor,11.0,113,0.66,133.2,0.64,90.1,60%,0.46,0.22,0.01,0.05,52,81,25,1,6,5,0.66,0.34,0.48
jazzy,Return of the Ashes,brimstone,11.0,111,0.72,126.6,0.66,82.3,61%,0.44,0.17,0.02,0.08,49,74,19,2,9,5,0.72,0.37,0.39
jcey,Psycho Cats,omen,27.0,236,1.09,204.4,1.13,134.9,75%,0.75,0.39,0.11,0.09,176,156,91,26,21,12,1.09,0.64,0.52
jcey,Psycho Cats,raze,18.0,163,0.84,194.9,0.81,137.6,60%,0.67,0.17,0.13,0.21,109,134,28,21,34,8,0.84,0.46,0.25
jcey,Psycho Cats,viper,18.0,157,1.08,216.9,1.10,146.9,75%,0.75,0.31,0.13,0.10,117,106,48,20,16,8,1.08,0.59,0.41
jcey,Psycho Cats,jett,11.0,104,0.96,222.2,0.93,149.7,63%,0.76,0.18,0.18,0.20,79,85,19,19,21,5,0.96,0.48,0.24
jelerak,LILAX,kayo,19.0,134,1.05,211.7,1.09,121.2,79%,0.69,0.47,0.12,0.07,93,85,63,16,10,7,1.05,0.56,0.68
jelerak,LILAX,jett,16.0,118,0.97,198.5,1.04,130.3,72%,0.73,0.19,0.14,0.18,86,83,23,16,21,6,0.97,0.5,0.26
jelerak,LILAX,sage,14.0,103,1.0,164.4,0.89,109.8,70%,0.55,0.37,0.09,0.12,57,64,38,9,12,5,1.0,0.5,0.67
jelerak,LILAX,deadlock,11.0,81,0.9,172.5,0.93,102.3,72%,0.62,0.37,0.07,0.11,50,54,30,6,9,4,0.9,0.43,0.6
jenniffer,revoada,jett,50.0,1107,1.05,232.1,1.12,150.8,66%,0.82,0.17,0.20,0.17,905,807,183,219,189,58,1.05,0.8,0.21
jenniffer,revoada,raze,33.0,761,0.94,200.4,0.94,138.6,68%,0.69,0.19,0.15,0.16,522,553,143,113,121,38,0.94,0.67,0.28
jen,Unknown,skye,32.0,1704,0.93,178.2,0.92,115.4,72%,0.64,0.33,0.05,0.07,1090,1191,560,82,126,84,0.93,0.75,0.52
jen,Unknown,sova,18.0,1030,1.05,181.7,1.04,126.4,73%,0.65,0.27,0.04,0.03,667,640,274,37,33,48,1.05,0.79,0.42
jen,Unknown,killjoy,11.0,547,1.06,197.1,1.13,134.5,75%,0.72,0.16,0.08,0.05,395,350,87,45,29,29,1.06,0.72,0.22
jid,RITUAL RËAL,omen,25.0,310,1.18,231.2,1.20,152.2,77%,0.84,0.39,0.08,0.08,259,216,122,26,26,15,1.18,0.73,0.46
jid,RITUAL RËAL,gekko,18.0,209,1.26,212.6,1.26,144.5,75%,0.79,0.32,0.04,0.03,165,131,66,9,7,11,1.26,0.73,0.41
jid,RITUAL RËAL,kayo,15.0,164,1.13,193.1,1.06,127.8,74%,0.7,0.6,0.06,0.06,114,108,98,10,10,9,1.13,0.62,0.86
jid,RITUAL RËAL,deadlock,11.0,139,1.21,219.0,1.34,139.4,76%,0.8,0.37,0.10,0.06,111,83,51,14,9,7,1.21,0.65,0.46
jid,RITUAL RËAL,viper,11.0,138,1.12,214.4,1.19,147.1,76%,0.77,0.25,0.07,0.12,106,89,35,10,16,7,1.12,0.6,0.32
julia,minions united,sova,32.0,410,1.05,196.1,1.00,137.8,70%,0.68,0.3,0.08,0.09,277,278,125,31,37,20,1.05,0.68,0.44
julia,minions united,skye,24.0,295,0.96,174.7,0.83,115.0,73%,0.61,0.44,0.09,0.08,180,217,130,27,24,15,0.96,0.59,0.72
julia,minions united,gekko,23.0,292,0.86,177.7,0.85,116.1,74%,0.63,0.29,0.09,0.09,184,217,85,27,25,14,0.86,0.53,0.46
julia,minions united,fade,19.0,238,1.08,207.8,1.13,132.2,70%,0.75,0.26,0.11,0.11,179,159,63,26,26,12,1.08,0.64,0.35
junki,Bon Bon Bum,omen,45.0,586,0.98,172.6,0.97,110.3,75%,0.67,0.45,0.05,0.04,393,404,261,31,26,29,0.98,0.67,0.67
junki,Bon Bon Bum,viper,20.0,261,1.02,202.5,1.05,132.4,74%,0.67,0.27,0.07,0.06,176,168,70,19,16,13,1.02,0.61,0.4
junki,Bon Bon Bum,sova,12.0,162,0.8,152.1,0.73,103.5,70%,0.49,0.29,0.06,0.06,79,108,47,9,10,8,0.8,0.44,0.59
kari,Deagle Ravagers,sova,68.0,686,1.05,182.8,1.06,125.4,75%,0.66,0.27,0.06,0.06,453,428,184,42,38,32,1.05,0.74,0.41
kari,Deagle Ravagers,fade,19.0,179,1.08,184.0,1.06,119.8,76%,0.64,0.39,0.03,0.04,115,109,70,6,7,9,1.08,0.61,0.61
kari,Deagle Ravagers,gekko,11.0,104,1.0,147.0,0.96,100.0,78%,0.53,0.36,0.05,0.04,55,57,37,5,4,5,1.0,0.5,0.68
kathrina,Avernus Esports GC,skye,33.0,191,0.91,171.4,0.80,108.1,72%,0.59,0.49,0.03,0.09,113,141,94,6,17,9,0.91,0.52,0.83
kathrina,Avernus Esports GC,sova,30.0,166,0.88,190.8,0.82,127.2,64%,0.64,0.25,0.05,0.09,107,130,42,9,15,8,0.88,0.49,0.39
kathrina,Avernus Esports GC,gekko,30.0,159,1.07,206.1,1.09,130.4,75%,0.7,0.38,0.08,0.06,112,103,61,13,10,8,1.07,0.59,0.54
kaz,New Combat Line GC,sova,39.0,352,1.14,223.9,1.06,154.8,74%,0.76,0.33,0.07,0.06,266,252,117,24,20,17,1.14,0.72,0.43
kaz,New Combat Line GC,gekko,16.0,141,0.98,155.7,1.00,110.7,72%,0.6,0.18,0.04,0.03,85,85,25,6,4,7,0.98,0.52,0.3
kaz,New Combat Line GC,cypher,14.0,122,0.82,167.8,0.82,112.4,59%,0.6,0.18,0.05,0.09,73,89,22,6,11,6,0.82,0.43,0.3
kaz,New Combat Line GC,omen,11.0,104,1.0,200.8,0.92,140.1,70%,0.69,0.34,0.07,0.06,72,78,35,7,6,5,1.0,0.5,0.49
kikowo,Cardboard Dinosaur,jett,20.0,162,0.85,215.9,0.91,139.8,60%,0.74,0.14,0.17,0.19,120,132,22,28,31,8,0.85,0.47,0.19
kikowo,Cardboard Dinosaur,breach,15.0,120,1.01,201.2,0.93,127.1,73%,0.66,0.56,0.06,0.09,79,85,67,7,11,6,1.01,0.52,0.85
kikowo,Cardboard Dinosaur,raze,13.0,107,1.18,260.2,1.20,179.6,66%,0.92,0.22,0.14,0.14,98,82,24,15,15,5,1.18,0.6,0.24
kyujinn,Bon Bon Bum,killjoy,44.0,556,1.14,213.6,1.27,147.6,74%,0.8,0.17,0.09,0.07,447,352,92,48,37,27,1.14,0.78,0.21
kyujinn,Bon Bon Bum,cypher,21.0,268,1.03,193.0,1.06,130.1,69%,0.74,0.2,0.08,0.07,197,185,54,21,19,13,1.03,0.62,0.27
kyujinn,Bon Bon Bum,gekko,11.0,141,1.13,201.0,1.12,136.0,72%,0.72,0.33,0.04,0.05,102,91,46,6,7,7,1.13,0.6,0.46
kyujinn,Bon Bon Bum,jett,11.0,126,1.01,210.9,1.07,146.1,69%,0.78,0.14,0.16,0.13,98,92,18,20,17,7,1.01,0.53,0.18
lapapaluna,K7 Esports,sova,37.0,350,0.86,169.6,0.82,111.8,70%,0.56,0.26,0.05,0.09,196,240,91,18,30,18,0.86,0.54,0.46
lapapaluna,K7 Esports,killjoy,27.0,257,1.1,229.6,1.05,151.5,75%,0.71,0.32,0.11,0.07,182,173,82,28,19,13,1.1,0.66,0.45
lapapaluna,K7 Esports,sage,12.0,117,0.96,190.3,0.98,112.4,69%,0.7,0.35,0.09,0.08,82,84,41,11,9,6,0.96,0.49,0.5
lauguz,MYVRA,raze,62.0,573,1.16,247.2,1.23,162.6,74%,0.88,0.19,0.17,0.13,504,409,107,96,73,28,1.16,0.8,0.22
lauguz,MYVRA,jett,36.0,311,1.13,231.8,1.14,153.5,73%,0.88,0.14,0.15,0.13,273,240,44,48,39,16,1.13,0.7,0.16
lechugafresh,Stay K'O,cypher,42.0,683,0.94,187.4,0.96,124.2,68%,0.67,0.22,0.08,0.08,460,477,150,52,53,35,0.94,0.66,0.33
lechugafresh,Stay K'O,killjoy,30.0,526,1.04,201.4,1.08,142.0,73%,0.71,0.21,0.09,0.06,372,346,108,48,31,25,1.04,0.7,0.3
leen,Twisted Minds Orchid,jett,35.0,978,1.11,247.8,1.23,161.0,70%,0.89,0.15,0.22,0.17,867,705,143,218,166,49,1.11,0.83,0.17
leen,Twisted Minds Orchid,raze,31.0,883,1.23,275.7,1.35,178.2,71%,0.95,0.17,0.20,0.16,839,623,153,175,142,43,1.23,0.9,0.18
leen,Twisted Minds Orchid,neon,13.0,374,1.22,270.5,1.35,170.7,73%,0.96,0.23,0.18,0.16,358,266,86,66,60,18,1.22,0.78,0.24
lendary,FiRePOWER,omen,20.0,191,0.91,185.7,0.91,115.7,71%,0.69,0.28,0.10,0.09,131,144,54,19,18,10,0.91,0.52,0.41
lendary,FiRePOWER,neon,16.0,162,0.77,188.5,0.80,125.2,68%,0.64,0.26,0.14,0.22,104,130,42,23,36,8,0.77,0.42,0.41
lendary,FiRePOWER,sova,16.0,151,1.08,192.1,1.21,129.1,71%,0.73,0.2,0.05,0.05,110,91,30,8,8,8,1.08,0.59,0.27
lendary,FiRePOWER,viper,14.0,152,1.04,221.0,1.00,145.8,63%,0.8,0.21,0.14,0.11,121,121,32,22,16,7,1.04,0.56,0.26
lendary,FiRePOWER,jett,12.0,129,0.64,185.2,0.75,121.2,58%,0.65,0.08,0.19,0.22,84,112,10,25,28,6,0.64,0.34,0.12
lenka,Zerance Mint,killjoy,61.0,807,1.09,210.3,1.17,144.9,73%,0.77,0.15,0.10,0.08,618,530,121,83,62,39,1.09,0.79,0.19
lenka,Zerance Mint,cypher,27.0,348,1.06,200.8,1.11,133.3,73%,0.74,0.2,0.09,0.06,256,231,71,30,22,17,1.06,0.67,0.27
lenka,Zerance Mint,brimstone,11.0,154,0.96,173.1,0.88,119.6,75%,0.62,0.34,0.08,0.07,95,108,52,13,11,7,0.96,0.52,0.55
liz,New Combat Line GC,sova,28.0,307,1.3,241.3,1.37,167.5,78%,0.85,0.32,0.12,0.05,260,190,97,36,14,15,1.3,0.8,0.38
liz,New Combat Line GC,jett,15.0,167,1.13,259.8,1.17,167.3,68%,0.9,0.16,0.23,0.20,151,129,26,38,34,8,1.13,0.62,0.18
liz,New Combat Line GC,skye,13.0,149,0.68,142.7,0.65,96.6,62%,0.5,0.38,0.03,0.15,74,113,56,5,23,7,0.68,0.37,0.76
liz,New Combat Line GC,chamber,11.0,119,0.96,205.8,1.10,127.2,68%,0.72,0.14,0.10,0.14,86,78,17,12,17,6,0.96,0.5,0.19
logic,Kinetic,killjoy,16.0,676,1.09,221.8,1.17,151.5,75%,0.79,0.19,0.09,0.08,534,457,129,59,51,33,1.09,0.77,0.24
logic,Kinetic,omen,15.0,652,0.97,177.9,0.93,115.3,73%,0.61,0.39,0.05,0.06,397,429,252,34,39,31,0.97,0.68,0.64
logic,Kinetic,sova,14.0,564,1.09,219.8,1.11,139.7,74%,0.74,0.25,0.07,0.06,416,375,141,42,35,30,1.09,0.75,0.34
logic,Kinetic,chamber,11.0,457,1.18,236.3,1.22,154.7,72%,0.85,0.13,0.18,0.13,390,319,60,83,58,23,1.18,0.78,0.15
logic,Kinetic,raze,11.0,439,1.02,225.0,1.06,147.2,67%,0.77,0.16,0.15,0.13,340,322,71,67,59,22,1.02,0.67,0.21
loupiote,Zerance Mint,sova,34.0,832,1.01,185.9,1.00,124.6,76%,0.63,0.29,0.06,0.05,528,526,242,51,44,40,1.01,0.73,0.46
loupiote,Zerance Mint,killjoy,31.0,758,0.92,189.8,0.91,130.1,71%,0.65,0.22,0.09,0.13,495,541,164,69,102,36,0.92,0.66,0.34
loupiote,Zerance Mint,skye,16.0,395,0.99,177.6,0.93,110.4,76%,0.63,0.47,0.08,0.07,247,265,186,32,28,19,0.99,0.64,0.75
lover,minions united,raze,47.0,712,1.31,272.6,1.36,180.4,74%,0.93,0.23,0.16,0.10,664,487,164,113,74,36,1.31,0.93,0.25
lover,minions united,jett,25.0,384,1.26,255.2,1.37,168.0,70%,0.96,0.12,0.16,0.14,369,270,46,60,53,19,1.26,0.81,0.12
lover,minions united,killjoy,14.0,231,1.27,240.6,1.32,171.1,76%,0.85,0.19,0.10,0.10,196,149,43,22,23,11,1.27,0.75,0.22
luwucia,New Combat Line GC,viper,26.0,313,1.01,202.9,1.05,132.9,71%,0.73,0.23,0.08,0.10,227,217,72,24,32,15,1.01,0.63,0.32
luwucia,New Combat Line GC,jett,12.0,153,1.3,281.6,1.35,177.7,75%,1.0,0.2,0.22,0.16,153,113,31,33,25,7,1.3,0.71,0.2
luwucia,New Combat Line GC,cypher,12.0,140,1.03,173.0,1.08,110.6,76%,0.7,0.2,0.07,0.07,98,91,28,10,10,7,1.03,0.55,0.29
luzia,BLAZE,kayo,17.0,356,1.07,195.7,1.03,127.5,76%,0.69,0.48,0.06,0.08,245,239,171,21,28,18,1.07,0.68,0.7
luzia,BLAZE,killjoy,16.0,337,0.98,178.5,1.05,123.0,71%,0.65,0.15,0.04,0.07,220,210,51,14,25,17,0.98,0.62,0.23
luzia,BLAZE,breach,16.0,330,1.04,171.2,0.98,113.4,72%,0.65,0.43,0.06,0.08,213,217,143,19,25,17,1.04,0.65,0.66
luzia,BLAZE,fade,13.0,267,0.98,176.4,0.95,110.3,75%,0.63,0.43,0.07,0.06,167,175,115,18,16,14,0.98,0.59,0.68
luzia,BLAZE,jett,12.0,258,0.94,187.1,0.99,122.8,69%,0.69,0.14,0.14,0.15,178,179,35,35,38,13,0.94,0.56,0.2
lynxz,Stay K'O,raze,33.0,345,1.09,235.9,1.06,158.3,70%,0.81,0.23,0.12,0.17,279,264,79,40,60,18,1.09,0.69,0.28
lynxz,Stay K'O,yoru,30.0,336,1.23,244.9,1.27,155.8,76%,0.88,0.33,0.14,0.09,295,233,110,47,30,16,1.23,0.77,0.38
lynxz,Stay K'O,jett,28.0,288,0.85,197.5,0.86,129.6,64%,0.68,0.15,0.21,0.15,197,230,43,60,44,15,0.85,0.52,0.22
mais,Permitta Unicorns GC,sova,41.0,306,0.94,174.9,0.89,118.9,71%,0.6,0.23,0.05,0.05,185,209,70,16,15,13,0.94,0.58,0.38
mais,Permitta Unicorns GC,fade,22.0,142,0.78,154.6,0.71,96.5,70%,0.51,0.33,0.06,0.07,72,101,47,9,10,7,0.78,0.42,0.65
mais,Permitta Unicorns GC,killjoy,16.0,111,0.9,192.4,1.00,134.7,67%,0.73,0.08,0.07,0.05,81,81,9,8,5,5,0.9,0.46,0.11
makchin,Avernus Esports GC,raze,64.0,674,1.12,259.7,1.14,166.6,70%,0.87,0.2,0.19,0.17,587,515,137,129,113,34,1.12,0.79,0.23
makchin,Avernus Esports GC,jett,13.0,144,0.79,179.7,0.80,114.6,60%,0.63,0.13,0.21,0.28,91,114,18,30,40,7,0.79,0.42,0.21
makchin,Avernus Esports GC,reyna,11.0,102,0.95,205.8,0.97,131.7,60%,0.73,0.13,0.18,0.17,74,76,13,18,17,6,0.95,0.47,0.18
mal,Unknown,killjoy,69.0,446,1.08,198.2,1.15,133.9,72%,0.72,0.15,0.07,0.05,322,280,66,30,22,20,1.08,0.71,0.21
mal,Unknown,viper,24.0,143,0.97,197.7,0.94,130.8,63%,0.69,0.22,0.04,0.07,99,105,31,6,10,7,0.97,0.52,0.32
mandy,TBS GC,jett,18.0,642,1.23,287.3,1.31,180.8,68%,0.99,0.16,0.23,0.16,635,486,100,148,105,31,1.23,0.86,0.16
mandy,TBS GC,kayo,15.0,547,1.17,245.5,1.16,155.1,73%,0.84,0.49,0.13,0.12,459,394,269,72,68,27,1.17,0.8,0.58
mandy,TBS GC,breach,12.0,435,1.03,202.6,1.02,132.0,74%,0.72,0.47,0.07,0.08,312,305,204,29,35,21,1.03,0.68,0.65
marpandyz,LILAX,sova,29.0,268,1.06,204.1,1.09,130.8,76%,0.72,0.28,0.07,0.04,194,178,75,20,11,14,1.06,0.64,0.39
marpandyz,LILAX,killjoy,24.0,243,1.19,212.5,1.30,144.1,76%,0.77,0.19,0.10,0.06,188,145,45,24,15,12,1.19,0.71,0.25
mayzin,K7 Esports,raze,30.0,471,0.94,217.1,0.96,145.0,70%,0.72,0.23,0.13,0.11,341,357,107,63,53,23,0.94,0.63,0.32
mayzin,K7 Esports,omen,28.0,418,1.01,197.9,0.94,134.2,72%,0.7,0.41,0.06,0.08,291,311,172,26,34,21,1.01,0.66,0.59
mayzin,K7 Esports,viper,12.0,187,1.1,223.8,1.11,142.1,73%,0.74,0.4,0.10,0.14,139,125,74,19,26,9,1.1,0.62,0.54
may,New Combat Line GC,killjoy,41.0,728,0.98,195.4,1.04,134.6,72%,0.67,0.21,0.06,0.09,488,468,151,42,66,37,0.98,0.7,0.31
may,New Combat Line GC,viper,11.0,188,1.08,209.0,1.17,140.9,71%,0.74,0.21,0.07,0.06,140,120,40,14,12,10,1.08,0.61,0.28
may,ForsaKen,cypher,26.0,345,1.14,214.6,1.19,141.6,71%,0.81,0.19,0.07,0.08,279,235,65,23,27,16,1.14,0.72,0.23
may,ForsaKen,reyna,16.0,207,1.21,275.8,1.28,171.7,74%,0.98,0.2,0.21,0.15,202,158,41,43,31,10,1.21,0.7,0.2
may,ForsaKen,raze,16.0,175,1.27,290.5,1.42,181.0,78%,0.97,0.23,0.25,0.16,169,119,41,43,28,10,1.27,0.71,0.24
may,ForsaKen,killjoy,11.0,137,1.15,229.3,1.26,155.7,80%,0.82,0.15,0.07,0.07,112,89,20,10,10,7,1.15,0.61,0.18
meleliita,LEVIATÁN GC,jett,27.0,393,0.96,210.6,1.00,139.3,71%,0.74,0.16,0.20,0.18,290,291,63,79,72,19,0.96,0.62,0.22
meleliita,LEVIATÁN GC,killjoy,23.0,326,1.01,200.9,1.06,138.9,72%,0.71,0.14,0.08,0.07,233,220,47,26,22,16,1.01,0.63,0.2
meleliita,LEVIATÁN GC,raze,19.0,261,0.91,217.1,0.94,143.7,63%,0.74,0.17,0.18,0.20,194,207,44,46,52,13,0.91,0.55,0.23
melsm,FUSION X,breach,48.0,604,1.09,205.1,1.05,134.9,74%,0.73,0.43,0.11,0.10,439,417,259,66,62,31,1.09,0.75,0.59
melsm,FUSION X,skye,31.0,389,1.02,195.8,0.90,125.7,78%,0.65,0.47,0.11,0.10,254,282,183,41,39,20,1.02,0.66,0.72
melsm,FUSION X,sova,11.0,143,0.67,115.4,0.66,80.7,65%,0.48,0.17,0.04,0.09,68,103,25,6,13,7,0.67,0.36,0.35
melya,Elation Esports,omen,22.0,1339,1.17,207.8,1.21,133.3,76%,0.76,0.42,0.06,0.05,1024,843,561,76,63,65,1.17,0.91,0.55
memi,KS Hunters,omen,48.0,244,0.81,137.9,0.73,96.1,70%,0.5,0.37,0.02,0.05,122,166,91,6,11,12,0.81,0.48,0.74
memi,KS Hunters,viper,24.0,127,0.84,164.0,0.84,110.8,65%,0.6,0.18,0.09,0.08,76,91,23,11,10,6,0.84,0.44,0.3
memi,KS Hunters,killjoy,20.0,94,0.86,156.0,0.79,108.9,71%,0.52,0.2,0.07,0.09,49,62,19,7,8,5,0.86,0.42,0.38
micro,LILITH,jett,51.0,402,1.3,282.4,1.40,181.9,77%,1.01,0.17,0.18,0.12,408,291,70,74,48,20,1.3,0.84,0.17
