Player,Team,Total Games Played,Signature Agents Ranked by Usage,Rounds Played,Rating,Average Combat Score,Kills:Death,"Kill, Assist, Survive, Trade Percent",Average Damage per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot Percent,Clutch Success Percent%,Clutches (won/played),Maximum Kills in a single map,Kills,Deaths,Assists,First Kills,First Deaths
kylee,ARF TEAM,153,"['cypher', 'killjoy', 'jett', 'astra', 'chamber']",772,1.03,208.8,1.06,70%,138.4,0.74,0.21,0.11,0.09,44%,13%,,,573,543,159,87,73
kyu,Ambrosia,282,"['skye', 'sova', 'fade', 'viper', 'breach']",581,1.16,233.7,1.19,75%,151.8,0.81,0.35,0.10,0.10,28%,15%,,,471,396,206,61,61
l0udly,Ramboot Club,235,"['cypher', 'sova', 'raze', 'killjoy', 'kayo']",394,0.89,170.6,0.88,65%,114.4,0.59,0.21,0.08,0.06,30%,12%,,,231,264,81,32,24
lam,Unknown,66,"['phoenix', 'jett', 'sova', 'raze']",240,1.20,248.5,1.24,68%,165.0,0.92,0.15,0.13,0.13,36%,28%,,,221,178,35,32,32
lar0k,PCIFIC Espor,66,"['kayo', 'breach', 'gekko', 'skye', 'phoenix']",949,1.18,207.6,1.17,74%,135.5,0.74,0.38,0.08,0.08,31%,21%,,,698,598,363,76,76
lauress,Fire Flux Esports,320,"['killjoy', 'cypher', 'sage', 'sova', 'astra']",381,1.06,214.5,1.08,71%,141.1,0.77,0.19,0.09,0.08,29%,15%,,,295,273,72,35,31
lauzen,Regnum Carya Esports,219,"['sage', 'killjoy', 'raze', 'sova', 'cypher']",334,1.06,202.9,1.07,70%,139.7,0.76,0.16,0.07,0.05,30%,9%,,,253,236,52,25,18
lazy,Peace And Love,35,"['omen', 'viper', 'brimstone', 'astra']",239,0.95,203.6,0.86,74%,136.4,0.67,0.42,0.08,0.09,21%,12%,,,161,188,100,20,21
lby,Unknown,155,"['breach', 'omen', 'kayo', 'skye', 'sova']",589,0.91,178.7,0.85,69%,119.7,0.61,0.31,0.04,0.06,35%,14%,,,361,425,183,24,37
leare,Impulse GW,326,"['jett', 'raze', 'chamber']",274,1.17,272.9,1.21,69%,171.0,0.95,0.11,0.20,0.16,28%,8%,,,260,214,29,55,43
lear,Unknown,639,"['sova', 'skye', 'fade', 'breach', 'kayo']",816,0.92,169.4,0.90,74%,107.8,0.58,0.40,0.05,0.06,21%,11%,,,473,526,329,41,53
lenne,LaZe,280,"['sova', 'skye']",345,1.09,221.1,1.05,71%,149.1,0.73,0.36,0.08,0.08,21%,22%,,,251,240,125,26,27
leon,Unknown,216,"['omen', 'sova', 'jett', 'sage', 'viper']",232,1.03,195.6,1.01,72%,128.3,0.69,0.34,0.10,0.06,28%,10%,,,159,157,78,24,15
leosen,Eintracht Frankfurt,271,"['raze', 'reyna', 'neon', 'yoru', 'breach']",671,0.95,207.9,1.00,65%,139.5,0.75,0.13,0.15,0.18,26%,13%,,,504,506,90,101,124
leoz,Unknown,70,"['omen', 'fade', 'astra', 'brimstone', 'viper']",279,0.93,169.7,0.84,71%,113.5,0.58,0.36,0.08,0.08,29%,10%,,,162,192,100,23,21
lethal,who cars?,29,"['jett', 'kayo', 'breach', 'gekko', 'sage']",428,0.91,163.2,0.79,68%,111.6,0.58,0.37,0.05,0.07,20%,12%,,,247,311,160,21,30
leviathan,FULL SENSE,180,"['omen', 'astra', 'viper', 'brimstone']",1255,1.06,199.5,1.11,75%,132.2,0.74,0.35,0.08,0.08,34%,19%,,,923,835,445,105,98
levi,Mogo eSports,99,"['viper', 'omen', 'skye', 'breach', 'kayo']",726,0.98,189.3,0.94,72%,126.5,0.64,0.35,0.09,0.09,28%,10%,,,468,497,257,68,67
lewa,Unknown,147,"['killjoy', 'viper', 'cypher']",791,1.00,192.6,1.02,72%,131.1,0.70,0.21,0.07,0.06,28%,12%,,,550,537,165,53,48
lewn,Galatasaray Esports,146,"['jett', 'raze', 'killjoy', 'neon']",925,0.96,217.6,0.97,66%,143.7,0.75,0.20,0.19,0.19,31%,19%,,,691,711,184,173,180
lew,JiJieHao,298,"['jett', 'raze', 'chamber', 'reyna']",684,1.19,245.2,1.31,73%,163.7,0.86,0.17,0.13,0.10,26%,25%,,,589,450,116,88,66
lff,Unknown,92,"['omen', 'breach', 'viper', 'kayo']",459,0.75,147.2,0.65,67%,94.7,0.49,0.38,0.04,0.09,27%,17%,,,227,348,176,20,40
lg1c,iPGN,131,"['jett', 'breach', 'raze', 'chamber']",674,1.03,214.2,1.07,70%,139.8,0.78,0.16,0.18,0.16,23%,15%,,,523,487,110,119,109
lilboii,Medal Esports,51,"['raze', 'jett', 'omen', 'phoenix', 'sage']",386,0.82,178.8,0.75,62%,118.1,0.61,0.17,0.11,0.17,26%,8%,,,236,313,67,44,65
lilo,Unknown,207,"['jett', 'raze', 'neon', 'chamber']",821,0.97,223.1,0.97,65%,148.4,0.76,0.18,0.17,0.19,24%,14%,,,621,640,146,142,155
lime,FOKUS,270,"['jett', 'killjoy', 'yoru', 'raze', 'sage']",804,1.24,247.4,1.34,72%,158.7,0.88,0.22,0.15,0.13,34%,22%,,,708,529,175,120,103
limitado,DIS Esports,73,"['viper', 'killjoy', 'cypher', 'sage', 'fade']",435,0.84,167.2,0.81,68%,112.3,0.59,0.22,0.05,0.09,29%,15%,,,257,319,96,23,40
limpe,Unknown,253,"['jett', 'raze', 'chamber', 'reyna']",475,0.89,211.6,0.92,69%,139.2,0.74,0.17,0.18,0.18,19%,8%,,,350,380,81,84,85
link,Ambitious Legend Gaming,202,"['omen', 'viper', 'astra', 'killjoy', 'cypher']",208,N/A,165.5,0.71,N/A,112.6,0.56,0.35,0.08,0.11,N/A,N/A,,,117,164,73,17,23
linus,DIVIZON,205,"['omen', 'viper', 'astra', 'brimstone']",710,0.95,195.3,0.94,70%,129.4,0.67,0.35,0.11,0.11,28%,15%,,,477,510,247,77,78
liquid,Unknown,94,"['gekko', 'killjoy', 'fade', 'kayo', 'astra']",641,0.91,176.1,0.86,66%,118.6,0.63,0.30,0.08,0.10,29%,18%,,,403,468,190,49,61
litshii,NOM Esports,264,"['skye', 'kayo', 'killjoy', 'breach', 'cypher']",540,0.90,175.3,0.83,68%,118.9,0.61,0.36,0.08,0.09,24%,16%,,,327,396,197,42,46
lob,Unknown,119,"['sova', 'sage', 'breach']",747,1.23,224.4,1.28,78%,149.5,0.82,0.31,0.05,0.04,31%,18%,,,611,477,232,35,30
loco,top gz,59,"['breach', 'kayo', 'viper', 'skye']",457,0.85,172.2,0.76,67%,115.3,0.61,0.34,0.09,0.10,25%,11%,,,280,367,155,43,44
logan,Unknown,584,"['jett', 'sova', 'raze', 'breach', 'skye']",234,0.72,148.4,0.72,62%,105.4,0.55,0.15,0.12,0.15,17%,13%,,,128,178,34,29,35
loita,PCIFIC Espor,79,"['omen', 'viper', 'astra', 'skye']",949,1.08,213.6,1.07,74%,139.9,0.74,0.40,0.11,0.11,40%,15%,,,706,657,383,104,102
louitan,Ovation eSports,259,"['raze', 'kayo', 'reyna', 'sage', 'skye']",552,0.94,198.6,0.92,69%,125.3,0.70,0.25,0.09,0.09,29%,9%,,,387,422,138,48,50
loydream,JustUs,66,"['jett', 'cypher', 'skye', 'breach']",763,1.00,215.2,0.97,69%,142.8,0.75,0.26,0.10,0.11,21%,15%,,,576,596,201,79,84
luc1d,Unknown,219,"['jett', 'raze', 'omen', 'skye']",232,0.84,179.2,0.88,62%,120.6,0.66,0.10,0.13,0.18,38%,4%,,,153,174,23,29,41
lucas,SaD Purple,433,"['sova', 'skye', 'fade', 'kayo', 'omen']",317,0.92,175.9,0.85,74%,112.8,0.60,0.46,0.05,0.09,32%,10%,,,190,223,145,17,30
luca,Metizport,88,"['omen', 'jett', 'killjoy', 'chamber', 'viper']",314,1.04,204.9,1.01,67%,141.2,0.74,0.18,0.09,0.06,29%,19%,,,232,229,58,27,20
luckerrr,Eintracht Frankfurt,401,"['jett', 'sage', 'raze', 'breach', 'omen']",671,1.04,212.3,1.00,72%,136.2,0.72,0.34,0.13,0.09,24%,11%,,,480,479,225,87,61
luckymrj,trashcan,123,"['killjoy', 'cypher', 'viper', 'sova']",572,1.06,199.4,1.04,73%,128.4,0.72,0.24,0.10,0.08,29%,15%,,,409,395,138,60,48
luid,SAGAZ,146,"['raze', 'jett', 'sova', 'breach', 'killjoy']",232,0.88,208.6,0.89,66%,139.3,0.72,0.15,0.21,0.19,25%,18%,,,166,186,34,48,44
lukxo,Galorys,170,"['omen', 'viper', 'astra', 'cypher', 'harbor']",1650,1.08,214.2,1.09,71%,142.0,0.75,0.30,0.10,0.09,30%,16%,,,1245,1138,499,161,146
lumo,Unknown,109,"['omen', 'skye', 'kayo', 'breach', 'viper']",663,1.09,190.5,1.08,79%,122.5,0.67,0.48,0.04,0.05,22%,14%,,,444,411,318,29,32
lurzy0y0,Galakticos,228,"['omen', 'viper', 'astra', 'breach']",1288,1.01,187.0,1.01,73%,124.4,0.67,0.28,0.07,0.07,32%,12%,,,866,857,367,95,84
lux9,Zerance,130,"['jett', 'raze']",763,1.05,234.6,1.12,67%,152.7,0.83,0.17,0.19,0.15,30%,21%,,,631,563,132,144,117
luzuh,Ovation eSports,388,"['jett', 'chamber', 'raze']",552,0.91,202.4,0.93,65%,135.2,0.72,0.12,0.18,0.19,22%,10%,,,396,426,64,99,106
lz,2Game Esports,241,"['omen', 'viper', 'astra', 'brimstone', 'harbor']",1648,0.96,182.4,0.95,72%,117.2,0.63,0.33,0.09,0.09,38%,23%,,,1044,1103,542,143,155
m1ke,BOBO,360,"['cypher', 'killjoy', 'sage', 'chamber', 'raze']",528,1.08,212.0,1.12,69%,145.6,0.77,0.18,0.08,0.10,28%,13%,,,405,361,95,44,53
m1tez,Unknown,267,"['omen', 'astra', 'viper', 'sage', 'jett']",334,0.86,174.3,0.83,70%,115.4,0.60,0.34,0.07,0.09,35%,12%,,,201,243,112,22,30
m4xikk,Falke Esports,260,"['viper', 'omen', 'astra', 'cypher', 'killjoy']",207,0.80,175.0,0.75,61%,116.2,0.61,0.16,0.07,0.09,38%,4%,,,127,170,34,14,19
mabuchi,Unknown,204,"['jett', 'raze', 'chamber']",1254,1.09,230.8,1.13,71%,152.2,0.83,0.16,0.15,0.13,25%,18%,,,1038,916,202,193,163
mad22d,XOXO-01,26,"['raze', 'omen', 'jett', 'sova', 'astra']",220,0.93,215.1,0.86,63%,141.8,0.71,0.20,0.13,0.18,26%,N/A,,,157,182,44,29,40
mada,Unknown,483,"['raze', 'jett', 'skye', 'kayo', 'sova']",826,1.26,268.8,1.34,76%,172.9,0.93,0.19,0.24,0.13,26%,11%,,,765,573,161,202,111
madelyn,Unknown,121,"['sova', 'omen', 'brimstone', 'gekko']",635,1.01,186.7,0.97,70%,122.3,0.66,0.32,0.07,0.08,25%,13%,,,418,429,204,44,48
maestr0,XLD Gaming,121,"['omen', 'jett', 'raze', 'viper', 'breach']",1160,0.98,200.8,0.95,68%,132.9,0.70,0.33,0.07,0.09,28%,10%,,,816,862,387,85,108
magicss,AIM PH,33,"['breach', 'kayo', 'viper', 'killjoy', 'omen']",312,0.86,180.6,0.80,61%,126.0,0.63,0.28,0.07,0.13,28%,7%,,,198,248,88,23,39
magik,Joblife,325,"['omen', 'astra', 'sage', 'brimstone', 'killjoy']",1024,1.06,216.8,1.09,72%,142.6,0.76,0.33,0.07,0.07,29%,8%,,,774,711,333,76,72
magneto,top gz,95,"['omen', 'breach', 'raze', 'sage', 'viper']",457,0.79,169.7,0.72,63%,115.3,0.59,0.29,0.06,0.12,31%,14%,,,269,372,133,29,57
magnus,ALTERNATE aTTaX,186,"['jett', 'raze', 'cypher', 'viper', 'killjoy']",661,1.05,224.8,1.12,69%,143.3,0.80,0.13,0.19,0.15,22%,5%,,,530,473,87,128,100
maine,iPGN,55,"['omen', 'astra', 'viper', 'sage', 'yoru']",280,0.84,175.8,0.77,66%,114.1,0.58,0.35,0.09,0.12,21%,6%,,,163,213,98,25,34
maishiu,FOCUSGG,259,"['sova', 'fade', 'breach', 'skye']",847,1.02,195.7,1.00,72%,127.9,0.68,0.34,0.09,0.06,27%,18%,,,572,570,290,78,48
makaveli,Orangutan,37,"['omen', 'cypher', 'killjoy', 'brimstone', 'harbor']",371,0.92,173.3,0.88,71%,116.6,0.60,0.31,0.07,0.06,24%,9%,,,221,250,115,25,21
manggong,VEC DAEJEON,82,"['omen', 'viper', 'raze', 'astra', 'brimstone']",468,0.92,178.7,0.89,70%,118.4,0.65,0.29,0.05,0.07,34%,11%,,,303,340,135,25,31
maniek,Barça eSports,381,"['raze', 'sage', 'jett', 'reyna', 'killjoy']",844,0.98,224.4,1.05,65%,145.2,0.79,0.16,0.18,0.21,23%,19%,,,665,634,136,154,180
marctylinho,DVM Esport,173,"['sova', 'fade', 'astra', 'omen', 'viper']",584,0.98,175.3,0.96,74%,114.3,0.63,0.30,0.08,0.05,25%,17%,,,366,383,178,44,30
margaret,Sin Prisa Gaming,95,"['cypher', 'killjoy', 'jett', 'viper', 'raze']",649,0.96,190.3,1.00,69%,124.5,0.67,0.27,0.11,0.12,31%,22%,,,433,434,176,71,76
marin,Unknown,115,"['sova', 'fade', 'skye', 'gekko']",238,0.76,156.8,0.74,67%,104.7,0.55,0.26,0.05,0.09,30%,7%,,,130,176,61,11,21
markl,Unknown,103,"['jett', 'viper', 'cypher', 'chamber', 'killjoy']",457,0.91,185.1,0.92,68%,120.2,0.67,0.22,0.08,0.11,22%,18%,,,307,332,99,37,50
marky,Oasis Gaming,228,"['jett', 'skye', 'sova', 'omen', 'raze']",758,1.16,224.5,1.21,78%,144.4,0.81,0.32,0.13,0.12,23%,9%,,,613,508,246,98,89
marky,Metizport,159,"['raze', 'jett', 'neon', 'chamber']",221,0.91,207.2,0.92,62%,138.5,0.70,0.18,0.13,0.16,20%,20%,,,155,169,40,29,36
mart1n,Xi Lai Gaming,136,"['killjoy', 'viper', 'omen']",310,N/A,154.3,0.86,N/A,102.1,0.52,0.37,0.06,0.05,N/A,N/A,,,161,187,116,18,16
masic,Galakticos,337,"['jett', 'raze', 'chamber']",981,1.00,200.0,0.99,68%,136.1,0.70,0.21,0.12,0.10,27%,12%,,,691,698,208,121,97
matelian,Unknown,247,"['raze', 'sova', 'jett', 'skye', 'omen']",341,0.92,200.9,0.93,70%,137.6,0.70,0.18,0.12,0.15,28%,N/A,,,237,254,60,41,52
matrixx,FOKUS,234,"['omen', 'viper', 'astra', 'brimstone', 'sage']",365,1.01,190.7,0.98,75%,124.6,0.66,0.36,0.07,0.04,29%,10%,,,240,246,133,24,15
matt,Unknown,414,"['viper', 'killjoy', 'sova', 'cypher', 'breach']",234,1.00,202.8,0.95,68%,138.7,0.70,0.29,0.07,0.08,26%,23%,,,164,172,69,17,19
maximn,BLX UTD,127,"['chamber', 'omen', 'yoru', 'killjoy', 'kayo']",486,0.95,186.4,0.88,73%,125.2,0.62,0.39,0.09,0.10,20%,17%,,,303,344,189,42,48
mazuong,Unknown,116,"['jett', 'raze', 'killjoy', 'chamber']",395,1.10,255.2,1.15,72%,172.0,0.87,0.19,0.20,0.15,34%,11%,,,342,297,75,79,58
mcd,Imperium Gaming,101,"['cypher', 'killjoy', 'viper', 'omen', 'sage']",402,1.03,178.6,1.06,68%,123.4,0.67,0.17,0.06,0.07,36%,21%,,,268,253,69,25,27
mckinley,Arena Internet Cafe,148,"['sova', 'skye', 'viper', 'omen', 'harbor']",738,1.05,194.1,1.04,72%,134.9,0.69,0.30,0.06,0.07,26%,14%,,,508,490,219,47,53
meddo,SK Gaming,496,"['cypher', 'killjoy', 'viper', 'breach']",724,1.08,185.4,1.08,72%,125.6,0.69,0.28,0.04,0.04,29%,18%,,,496,458,201,31,31
mega,Occupy Jr,65,"['killjoy', 'cypher', 'viper']",251,0.71,149.2,0.69,61%,104.8,0.51,0.16,0.08,0.11,27%,4%,,,127,184,39,21,28
melo,Metizport,77,"['sova', 'fade', 'gekko', 'brimstone', 'breach']",501,0.89,167.8,0.83,68%,113.9,0.58,0.31,0.04,0.06,25%,16%,,,292,351,156,22,29
mel,Shopify Rebellion,565,"['omen', 'viper', 'chamber', 'killjoy', 'cypher']",323,0.94,185.4,0.88,69%,118.2,0.64,0.34,0.10,0.11,27%,6%,,,207,234,111,32,34
memset,Solary,242,"['killjoy', 'cypher', 'omen', 'viper', 'reyna']",472,1.03,198.7,1.07,69%,133.8,0.73,0.16,0.08,0.08,32%,14%,,,345,322,77,39,40
mephisto,Six Karma,45,"['jett', 'raze']",504,1.14,250.7,1.15,68%,165.8,0.87,0.16,0.20,0.21,27%,21%,,,440,384,80,101,105
merjie,Unknown,72,"['jett', 'raze', 'kayo', 'skye', 'omen']",248,0.85,170.3,0.78,68%,110.4,0.58,0.36,0.07,0.08,25%,11%,,,144,185,90,18,19
mersa,Unknown,233,"['breach', 'skye', 'kayo']",414,0.85,145.4,0.72,71%,93.1,0.49,0.45,0.03,0.06,25%,9%,,,202,279,188,12,23
merz,İstanbul Wildcats,108,"['omen', 'astra', 'kayo']",794,0.80,165.8,0.73,67%,107.7,0.56,0.39,0.07,0.10,25%,16%,,,445,613,308,57,82
michel,Lotus Knights,79,"['jett', 'raze', 'yoru', 'chamber']",305,0.82,204.5,0.81,58%,137.1,0.70,0.15,0.14,0.25,26%,6%,,,214,263,46,43,77
micr0,ZOL Esports,160,"['viper', 'omen', 'astra', 'skye', 'sova']",544,0.88,163.1,0.80,71%,106.2,0.56,0.38,0.06,0.04,17%,12%,,,304,380,207,34,23
mihlog,Team Flash,38,"['kayo', 'sova', 'sage', 'jett', 'fade']",275,1.13,208.5,1.11,75%,136.0,0.74,0.43,0.07,0.05,29%,15%,,,204,183,118,20,14
mikael,Falke Esports,98,"['sova', 'kayo', 'breach', 'skye', 'sage']",207,0.56,132.6,0.50,59%,96.0,0.43,0.24,0.07,0.12,27%,13%,,,89,178,50,15,25
mika,Unknown,220,"['omen', 'skye', 'jett', 'astra', 'kayo']",436,1.02,194.4,0.93,70%,127.6,0.67,0.33,0.08,0.06,27%,13%,,,292,314,145,36,28
mikee,Joblife,278,"['cypher', 'breach', 'skye', 'killjoy', 'viper']",1024,0.98,178.6,0.98,72%,119.9,0.63,0.23,0.06,0.08,25%,20%,,,641,652,232,60,85
mikee,Blinn,329,"['killjoy', 'cypher', 'jett', 'raze', 'kayo']",1284,1.11,213.9,1.16,74%,143.2,0.78,0.22,0.10,0.07,32%,10%,,,998,860,277,121,87
mikey-tap,Furious Gaming,70,"['omen', 'harbor', 'astra', 'brimstone']",646,0.86,166.3,0.84,67%,111.0,0.62,0.31,0.06,0.06,31%,11%,,,399,477,203,37,37
milky,Arena Internet Cafe,167,"['omen', 'breach', 'astra', 'viper', 'harbor']",674,0.82,156.6,0.75,68%,106.8,0.53,0.36,0.06,0.09,20%,12%,,,356,476,242,40,64
million,Murash Gaming,136,"['viper', 'kayo', 'omen', 'astra', 'breach']",962,0.92,190.9,0.84,71%,124.6,0.63,0.47,0.07,0.12,19%,15%,,,605,721,453,72,111
milooo,Unknown,58,"['killjoy', 'viper', 'omen', 'cypher', 'astra']",275,0.97,185.1,0.95,72%,124.5,0.65,0.32,0.05,0.10,29%,10%,,,180,189,88,14,27
miluan,SAIO,70,"['viper', 'omen', 'astra']",246,0.98,192.7,0.98,72%,130.4,0.69,0.25,0.06,0.08,31%,14%,,,169,172,61,15,20
minimise,JiJieHao,349,"['skye', 'kayo', 'breach', 'viper', 'sova']",684,0.86,172.7,0.86,71%,112.6,0.61,0.39,0.10,0.13,23%,13%,,,415,482,266,68,90
mininiwde,OC Esports,139,"['astra', 'omen', 'brimstone', 'raze', 'viper']",414,0.95,183.6,0.88,71%,122.2,0.64,0.33,0.04,0.08,29%,17%,,,265,300,138,17,30
mini,Unknown,189,"['killjoy', 'cypher', 'sage', 'viper', 'reyna']",253,1.02,201.2,0.99,72%,135.5,0.69,0.24,0.09,0.05,28%,9%,,,175,177,61,22,13
minny,GoNext Esports,217,"['killjoy', 'chamber', 'cypher', 'kayo', 'omen']",1230,1.13,216.4,1.24,73%,143.7,0.78,0.19,0.09,0.07,31%,18%,,,956,768,238,105,91
misaya,Sengoku Gaming,185,"['skye', 'breach', 'kayo', 'jett', 'sage']",736,0.92,175.2,0.86,75%,111.8,0.60,0.43,0.07,0.09,15%,12%,,,445,520,314,49,63
mishu,who cars?,155,"['sova', 'cypher', 'killjoy', 'viper', 'raze']",319,0.96,206.1,0.90,74%,143.1,0.70,0.31,0.11,0.08,26%,12%,,,223,247,100,35,26
mitch,Unknown,515,"['killjoy', 'sage', 'breach', 'kayo', 'skye']",868,1.06,205.6,1.01,76%,131.8,0.67,0.51,0.11,0.10,26%,12%,,,583,575,443,92,91
mited,E-Xolos LAZER,216,"['omen', 'raze', 'brimstone', 'kayo', 'skye']",597,1.04,189.9,1.04,73%,126.2,0.67,0.37,0.08,0.07,25%,13%,,,402,385,219,48,42
miyeon,XSOUL,61,"['killjoy', 'jett', 'chamber', 'kayo', 'raze']",200,0.93,230.0,1.01,64%,145.2,0.78,0.18,0.17,0.15,22%,44%,,,156,155,35,34,29
mizern,Unknown,57,"['jett', 'breach', 'cypher', 'sage']",208,0.79,172.8,0.81,66%,114.9,0.65,0.17,0.06,0.09,30%,14%,,,135,167,36,12,19
mizu,Unknown,313,"['jett', 'viper', 'chamber', 'cypher', 'killjoy']",896,0.97,199.6,1.02,69%,131.4,0.71,0.20,0.11,0.11,36%,15%,,,639,627,181,102,103
miz,Please Don't Fire,46,"['jett', 'omen', 'raze', 'kayo', 'cypher']",380,0.71,157.4,0.67,64%,107.8,0.54,0.27,0.09,0.13,26%,3%,,,205,304,101,34,49
mkii,Unknown,167,"['raze', 'jett', 'reyna', 'killjoy', 'phoenix']",338,0.99,212.8,0.95,67%,148.2,0.72,0.24,0.16,0.16,19%,20%,,,244,258,82,54,55
mober,FIVE Media Clan,96,"['killjoy', 'chamber', 'cypher', 'kayo', 'breach']",314,0.88,183.7,0.91,63%,121.8,0.68,0.12,0.06,0.12,35%,7%,,,213,235,38,18,38
mochi,EX0TIK GAMING,104,"['killjoy', 'jett', 'raze', 'cypher', 'viper']",415,0.81,171.9,0.78,63%,115.9,0.60,0.14,0.06,0.11,31%,4%,,,251,321,58,25,44
mocking,Unknown,777,"['sova', 'killjoy', 'fade', 'skye', 'raze']",207,0.78,174.6,0.75,64%,116.8,0.60,0.24,0.13,0.14,27%,13%,,,125,167,50,26,29
moh,The Ultimates,536,"['omen', 'astra', 'killjoy', 'reyna', 'brimstone']",1593,1.18,223.1,1.26,75%,146.7,0.81,0.28,0.12,0.08,29%,12%,,,1290,1023,440,192,128
mojer,NAOS,204,"['raze', 'jett', 'killjoy', 'neon']",974,1.09,249.1,1.15,76%,159.1,0.84,0.25,0.16,0.15,22%,11%,,,820,710,242,159,150
mojj,Unknown,387,"['killjoy', 'cypher', 'viper', 'sage']",603,0.88,181.8,0.91,66%,122.9,0.64,0.17,0.09,0.09,32%,11%,,,383,421,100,55,54
mojo,Reckoning Esports,127,"['breach', 'sova', 'omen', 'sage', 'skye']",500,0.83,153.7,0.75,69%,100.7,0.52,0.42,0.08,0.08,22%,18%,,,262,351,211,38,42
molsi,Apeks,314,"['sova', 'raze', 'skye', 'kayo', 'breach']",1165,1.08,201.1,1.12,76%,134.1,0.70,0.42,0.08,0.08,26%,18%,,,812,726,493,88,94
momiji,Fisher White,425,"['viper', 'killjoy', 'omen', 'sova', 'astra']",604,1.03,202.1,1.01,72%,135.3,0.68,0.34,0.10,0.08,24%,20%,,,413,407,205,61,45
moner,R8 Esports,411,"['killjoy', 'cypher', 'raze', 'breach', 'sage']",1413,0.97,182.9,1.00,71%,124.8,0.66,0.18,0.08,0.06,27%,10%,,,930,930,250,113,88
monsi,Blinn,713,"['viper', 'sova', 'kayo', 'omen', 'astra']",1284,0.94,176.0,0.94,72%,113.0,0.61,0.33,0.07,0.09,24%,14%,,,789,840,424,88,111
moobs,Unknown,209,"['jett', 'reyna', 'fade', 'raze', 'chamber']",510,0.93,197.2,0.91,71%,131.5,0.69,0.30,0.11,0.12,34%,16%,,,354,387,152,54,60
moon,SAIO,84,"['sova', 'killjoy', 'skye', 'harbor', 'fade']",246,1.00,188.5,1.02,72%,124.8,0.68,0.17,0.08,0.05,31%,10%,,,168,165,41,20,12
moosey,Please Don't Fire,176,"['raze', 'sova', 'jett']",491,0.90,200.4,0.89,70%,133.5,0.70,0.23,0.16,0.12,23%,12%,,,344,385,113,79,60
morphiw0w,Outplayed,136,"['raze', 'reyna', 'kayo', 'breach', 'killjoy']",293,0.81,167.7,0.73,70%,111.5,0.56,0.39,0.06,0.07,25%,10%,,,165,227,113,17,20
mot1on,Gamax Esports,176,"['kayo', 'sova', 'fade', 'jett', 'skye']",653,1.04,189.5,0.93,70%,129.4,0.67,0.32,0.04,0.05,29%,11%,,,435,470,207,25,32
moves,Unknown,172,"['sova', 'breach', 'raze', 'viper', 'fade']",569,1.01,201.3,1.00,72%,134.4,0.69,0.32,0.10,0.10,26%,14%,,,392,391,182,57,57
movi,Xperion NXT,85,"['omen', 'breach', 'sova']",398,0.97,175.5,0.90,68%,120.0,0.65,0.34,0.05,0.06,28%,11%,,,257,285,136,19,25
mrcani,Xi Lai Gaming,70,"['jett', 'breach', 'omen', 'gekko']",310,N/A,181.5,1.03,N/A,116.7,0.68,0.38,0.04,0.03,N/A,N/A,,,212,205,117,13,9
mrtenzouez,SCARZ,148,"['sova', 'skye', 'viper', 'kayo', 'fade']",663,0.95,187.9,0.97,74%,123.9,0.67,0.30,0.06,0.08,31%,6%,,,442,456,199,43,51
msh,Incognito,129,"['killjoy', 'cypher', 'viper', 'sova', 'raze']",360,0.95,193.7,0.97,64%,128.1,0.72,0.12,0.10,0.10,38%,15%,,,260,268,44,37,37
muj,Unknown,188,"['sova', 'skye', 'raze', 'chamber', 'jett']",255,0.88,191.8,0.90,71%,126.1,0.67,0.21,0.17,0.16,21%,13%,,,170,189,53,43,40
mummay,FLUFFY AIMERS,373,"['jett', 'omen', 'astra', 'chamber', 'raze']",772,1.00,179.7,1.00,70%,114.9,0.65,0.34,0.08,0.08,27%,15%,,,501,499,260,62,59
murii,SK Gaming,389,"['skye', 'sova', 'raze', 'kayo', 'sage']",724,0.93,186.2,0.89,69%,120.8,0.64,0.30,0.08,0.10,38%,9%,,,465,522,217,59,75
murizzz,RETA Esports,294,"['sova', 'jett', 'skye', 'raze', 'viper']",674,0.90,174.0,0.91,73%,116.9,0.62,0.29,0.06,0.10,24%,12%,,,417,459,197,43,68
murza,Unknown,41,"['jett', 'raze', 'reyna', 'neon']",571,1.14,232.1,1.19,74%,152.6,0.81,0.22,0.13,0.11,23%,13%,,,464,389,123,75,60
musashi,Unknown,362,"['raze', 'jett', 'kayo', 'reyna', 'sova']",995,1.00,194.1,0.99,71%,128.8,0.68,0.30,0.08,0.12,29%,11%,,,681,690,294,81,116
musz3kk,Unknown,127,"['jett', 'raze', 'killjoy', 'neon']",504,0.83,195.2,0.81,66%,126.0,0.65,0.18,0.16,0.17,28%,17%,,,328,403,92,77,83
muto,REJECT,94,"['fade', 'skye', 'sova', 'breach', 'sage']",771,1.01,185.2,0.97,77%,127.8,0.64,0.41,0.06,0.06,28%,13%,,,496,512,316,44,43
muzz,BOBO,87,"['killjoy', 'cypher', 'viper', 'fade', 'omen']",455,0.93,183.3,0.95,67%,125.0,0.65,0.21,0.07,0.11,30%,19%,,,297,314,95,33,50
myth,FOCUSGG,255,"['astra', 'sova', 'omen', 'viper', 'killjoy']",847,1.03,187.7,0.99,74%,119.0,0.65,0.40,0.07,0.07,25%,17%,,,548,554,341,57,57
